LATITUDE,LONGITUDE,Cluster_Std,Cluster_OA,Cause,Specific_Cause,Fire_Size_Acres,Fire_Year
36.41833333,-114.72666667,2,2,Human-Caused,Debris and open burning,0.1,1994
35.9667,-114.5341,4,4,Human-Caused,Debris and open burning,1.0,1996
35.9667,-114.5841,4,4,Human-Caused,Debris and open burning,0.2,1996
35.9,-113.8758,1,1,Natural,Lightning,0.1,1992
35.96,-113.8641,1,1,Natural,Lightning,600.0,1993
35.84,-113.8575,1,1,Natural,Lightning,0.1,1993
35.9869,-113.8727,1,1,Natural,Lightning,10250.0,1994
35.9039,-113.7547,1,1,Natural,Lightning,0.7,1994
35.96,-113.7941,1,1,Natural,Lightning,600.0,1995
35.975,-113.9008,1,1,Natural,Lightning,953.0,1995
35.8583,-113.9008,1,1,Natural,Lightning,2.0,1995
35.9353,-113.87,1,1,Natural,Lightning,4.0,1995
35.968,-113.853,1,1,Natural,Lightning,15.0,1995
35.9189,-113.853,1,1,Natural,Lightning,0.3,1996
35.8025,-113.8855,1,1,Natural,Lightning,0.3,1996
35.8186,-113.8519,1,1,Natural,Lightning,0.3,1996
35.9353,-113.87,1,1,Natural,Lightning,15.0,1996
35.835,-113.8519,1,1,Natural,Lightning,0.1,1996
35.8,-113.818,1,1,Natural,Lightning,1.0,1996
36.0169,-113.8194,1,1,Natural,Lightning,0.1,1996
35.9842,-113.8194,1,1,Natural,Lightning,0.1,1996
35.8514,-113.853,1,1,Natural,Lightning,0.1,1996
35.835,-113.8855,1,1,Natural,Lightning,0.1,1996
35.8678,-113.853,1,1,Natural,Lightning,1.0,1996
35.8283,-113.8575,1,1,Natural,Lightning,0.3,1997
35.8267,-113.8058,1,1,Natural,Lightning,0.3,1999
36.45,-113.8175,3,3,Natural,Lightning,0.1,1992
36.5666,-113.8508,3,3,Natural,Lightning,0.1,1992
36.4333,-113.8841,3,3,Natural,Lightning,0.1,1992
36.5,-113.8675,3,3,Natural,Lightning,4.0,1992
36.5666,-113.7341,3,3,Natural,Lightning,0.1,1992
36.55,-113.7341,3,3,Natural,Lightning,0.1,1992
36.5833,-114.0341,3,3,Natural,Lightning,0.1,1992
36.5333,-113.8341,3,3,Natural,Lightning,12.7,1992
36.1667,-113.7841,1,1,Natural,Lightning,0.2,1992
36.5166,-113.7508,3,3,Natural,Lightning,0.1,1992
36.6,-113.7341,3,3,Natural,Lightning,0.1,1992
36.5666,-113.8341,3,3,Natural,Lightning,0.1,1992
36.5333,-113.9008,3,3,Natural,Lightning,0.1,1992
36.4666,-113.8341,3,3,Natural,Lightning,0.1,1992
36.4333,-113.9675,3,3,Natural,Lightning,0.1,1992
36.4,-113.8675,3,3,Natural,Lightning,0.1,1992
36.3333,-113.8508,3,3,Natural,Lightning,0.1,1992
36.4166,-113.8341,3,3,Natural,Lightning,0.3,1992
36.6,-114.0008,3,3,Natural,Lightning,0.1,1992
36.5166,-113.9508,3,3,Natural,Lightning,7406.6,1993
36.4333,-113.8508,3,3,Natural,Lightning,729.0,1993
36.5166,-113.8175,3,3,Natural,Lightning,10.0,1993
36.55,-113.8008,3,3,Natural,Lightning,1125.0,1993
36.45,-113.8341,3,3,Natural,Lightning,0.1,1993
36.45,-113.8508,3,3,Natural,Lightning,0.1,1993
36.4333,-113.8341,3,3,Natural,Lightning,0.1,1993
36.4333,-113.9008,3,3,Natural,Lightning,0.1,1993
36.4,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4833,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.4666,-113.8841,3,3,Natural,Lightning,0.1,1993
36.2,-113.8508,3,3,Natural,Lightning,12.0,1993
36.2333,-113.7674,3,3,Natural,Lightning,61.7,1993
36.5333,-113.9675,3,3,Natural,Lightning,2152.5,1993
36.4666,-113.9175,3,3,Natural,Lightning,8.8,1993
36.6,-113.8508,3,3,Natural,Lightning,13.2,1993
36.5,-113.8508,3,3,Natural,Lightning,0.1,1994
36.4833,-113.9008,3,3,Natural,Lightning,0.1,1994
36.5833,-113.7175,3,3,Natural,Lightning,0.1,1994
36.175,-113.7077,1,1,Natural,Lightning,0.1,1994
36.55,-113.9341,3,3,Natural,Lightning,1183.0,1994
36.3,-113.9675,3,3,Human-Caused,Other causes,3.0,1994
36.4,-113.7675,3,3,Natural,Lightning,0.1,1994
36.4166,-113.7841,3,3,Natural,Lightning,1.5,1994
36.5666,-113.8008,3,3,Natural,Lightning,225.1,1994
36.5666,-113.8008,3,3,Natural,Lightning,0.1,1994
36.4833,-113.7841,3,3,Natural,Lightning,397.2,1994
36.4833,-113.9008,3,3,Natural,Lightning,155.0,1994
36.5833,-113.8008,3,3,Natural,Lightning,3759.0,1995
36.5166,-113.7008,3,3,Natural,Lightning,70.0,1995
36.4333,-114.0008,3,3,Natural,Lightning,0.1,1995
36.55,-114.0175,3,3,Natural,Lightning,0.1,1995
36.55,-114.0175,3,3,Natural,Lightning,0.1,1995
36.5166,-113.9841,3,3,Natural,Lightning,0.1,1995
36.5166,-114.0008,3,3,Natural,Lightning,0.1,1995
36.5333,-114.0008,3,3,Natural,Lightning,0.1,1995
36.5666,-114.0008,3,3,Natural,Lightning,0.1,1995
36.5666,-114.0175,3,3,Natural,Lightning,0.1,1995
36.2,-113.8508,3,3,Natural,Lightning,5034.0,1995
36.4833,-113.8508,3,3,Natural,Lightning,20.0,1995
36.5166,-113.7675,3,3,Natural,Lightning,5.0,1995
36.4666,-113.8508,3,3,Natural,Lightning,0.1,1995
36.3333,-113.7341,3,3,Natural,Lightning,190.0,1995
36.25,-113.7341,3,3,Natural,Lightning,2872.0,1995
36.5,-113.9008,3,3,Natural,Lightning,453.0,1995
36.4666,-113.8675,3,3,Natural,Lightning,0.1,1995
36.4166,-113.7841,3,3,Natural,Lightning,0.1,1995
36.4333,-113.7841,3,3,Natural,Lightning,0.1,1995
36.4666,-113.7675,3,3,Natural,Lightning,0.1,1995
36.4,-113.8508,3,3,Natural,Lightning,2461.0,1995
36.55,-113.7841,3,3,Natural,Lightning,0.1,1995
36.4333,-113.8841,3,3,Natural,Lightning,0.1,1995
36.5833,-113.7841,3,3,Natural,Lightning,0.1,1995
36.5333,-113.7675,3,3,Natural,Lightning,0.1,1995
36.45,-113.8008,3,3,Natural,Lightning,151.0,1995
36.5833,-113.9008,3,3,Natural,Lightning,8682.0,1995
36.5333,-113.7508,3,3,Natural,Lightning,0.1,1995
36.6,-113.9841,3,3,Natural,Lightning,666.0,1995
36.5333,-113.8508,3,3,Natural,Lightning,50.0,1995
36.4833,-113.9841,3,3,Natural,Lightning,0.1,1995
36.4833,-113.9841,3,3,Natural,Lightning,0.1,1995
36.55,-113.9008,3,3,Natural,Lightning,220.0,1995
36.3833,-113.8341,3,3,Natural,Lightning,758.0,1995
36.55,-113.9341,3,3,Natural,Lightning,3.0,1996
36.3833,-113.8341,3,3,Natural,Lightning,6.0,1996
36.5833,-113.8675,3,3,Natural,Lightning,3.0,1996
36.3,-113.8008,3,3,Natural,Lightning,45.5,1996
36.3833,-113.8508,3,3,Natural,Lightning,50.3,1996
36.4,-113.8508,3,3,Natural,Lightning,28.0,1996
36.4,-113.7508,3,3,Natural,Lightning,34.1,1996
36.5666,-114.0341,3,3,Natural,Lightning,0.1,1996
36.55,-113.7675,3,3,Natural,Lightning,30.0,1996
36.3833,-113.8341,3,3,Natural,Lightning,0.1,1996
36.2667,-113.7008,3,3,Natural,Lightning,0.1,1996
36.6,-113.7841,3,3,Natural,Lightning,0.1,1996
36.5833,-113.7508,3,3,Natural,Lightning,20.0,1996
36.35,-113.7008,3,3,Natural,Lightning,0.1,1996
36.1283,-113.7227,1,1,Natural,Lightning,0.5,1997
36.3483,-113.7563,3,3,Natural,Lightning,39.0,1997
36.4419,-113.7525,3,3,Natural,Lightning,0.2,1997
36.47,-113.7608,3,3,Natural,Lightning,402.0,1997
36.5986,-113.7088,3,3,Natural,Lightning,8.0,1997
36.5933,-113.7525,3,3,Natural,Lightning,0.1,1998
36.4083,-113.7375,3,3,Natural,Lightning,11.5,1998
36.4916,-113.7808,3,3,Natural,Lightning,1.0,1998
36.5783,-113.7525,3,3,Natural,Lightning,15.0,1998
36.5928,-113.7352,3,3,Natural,Lightning,16816.0,1999
36.535,-113.9608,3,3,Natural,Lightning,0.1,1999
36.46,-113.7597,3,3,Natural,Lightning,0.5,1999
36.36,-113.8358,3,3,Natural,Lightning,3.0,1999
36.3233,-113.8141,3,3,Natural,Lightning,16.5,1999
36.3716,-113.7625,3,3,Natural,Lightning,0.1,1999
36.4183,-113.7808,3,3,Natural,Lightning,5.0,1999
36.3194,-113.7563,3,3,Natural,Lightning,0.1,1999
35.8167,-114.5675,4,4,Human-Caused,Smoking,0.1,1992
35.9167,-114.0841,1,1,Natural,Lightning,15.0,1994
35.8333,-114.3175,1,1,Natural,Lightning,5.0,1995
36.0167,-113.9841,1,1,Natural,Lightning,6445.0,1995
35.8,-114.3175,1,1,Natural,Lightning,3800.0,1995
35.8833,-114.2175,1,1,Natural,Lightning,500.0,1995
35.9167,-114.0508,1,1,Natural,Lightning,0.5,1995
36.0,-113.9675,1,1,Natural,Lightning,1400.0,1995
35.8667,-114.0008,1,1,Natural,Lightning,7.0,1995
35.8833,-113.9675,1,1,Natural,Lightning,300.0,1995
35.8333,-114.1175,1,1,Natural,Lightning,0.1,1996
35.9,-114.0841,1,1,Natural,Lightning,0.1,1996
35.95,-113.9341,1,1,Natural,Lightning,120.0,1996
36.1166,-114.8508,4,4,Human-Caused,Arson/incendiarism,0.1,1992
36.4833,-114.8008,2,2,Human-Caused,Smoking,0.5,1992
36.4,-114.8842,2,2,Human-Caused,Smoking,0.1,1992
35.8333,-114.8341,4,4,Human-Caused,Debris and open burning,0.1,1993
36.3333,-114.0675,3,3,Natural,Lightning,10.0,1993
36.5666,-114.9508,2,2,Natural,Lightning,5.0,1993
36.55,-114.9508,2,2,Natural,Lightning,0.5,1993
36.4333,-114.8342,2,2,Human-Caused,Smoking,0.3,1993
36.4833,-114.8008,2,2,Human-Caused,Fireworks,1.5,1993
36.0166,-114.9175,4,4,Human-Caused,Fireworks,15.0,1993
36.0166,-114.9175,4,4,Human-Caused,Fireworks,10.0,1993
36.2,-114.9842,4,4,Human-Caused,Fireworks,1.5,1993
36.2,-114.9342,4,4,Human-Caused,Debris and open burning,0.1,1993
36.2666,-114.3508,2,3,Natural,Lightning,125.0,1993
36.6,-114.9342,2,2,Natural,Lightning,50.0,1993
36.3833,-114.2341,3,3,Natural,Lightning,250.0,1993
36.2,-114.9342,4,4,Human-Caused,Equipment and vehicle use,0.1,1993
36.4333,-114.8508,2,2,Human-Caused,Railroad operations and maintenance,0.1,1994
36.45,-114.9675,2,2,Natural,Lightning,0.1,1994
36.6,-114.1008,3,3,Human-Caused,Equipment and vehicle use,0.1,1994
36.4833,-114.8008,2,2,Human-Caused,Debris and open burning,0.1,1994
36.4333,-114.6008,2,2,Human-Caused,Fireworks,249.0,1994
36.2167,-114.2175,3,3,Natural,Lightning,2070.0,1994
36.2167,-114.2175,3,3,Natural,Lightning,5700.0,1994
36.2167,-114.1841,3,3,Natural,Lightning,5.0,1994
36.5666,-114.0675,3,3,Natural,Lightning,3.0,1994
36.45,-114.6342,2,2,Natural,Lightning,30.0,1994
36.2166,-114.9508,4,4,Human-Caused,Debris and open burning,0.1,1995
36.1,-114.9842,4,4,Human-Caused,Recreation and ceremony,0.1,1995
36.0,-114.9175,4,4,Human-Caused,Recreation and ceremony,0.1,1995
36.25,-114.1508,3,3,Natural,Lightning,234.0,1995
36.55,-114.1508,3,3,Natural,Lightning,15.0,1995
36.35,-114.8508,2,2,Natural,Lightning,1020.0,1995
36.2166,-114.9842,4,4,Human-Caused,Arson/incendiarism,0.5,1995
36.3833,-114.2175,3,3,Natural,Lightning,3.0,1995
36.2166,-114.9008,4,4,Human-Caused,Misuse of fire by a minor,0.1,1996
36.1,-114.9675,4,4,Human-Caused,Debris and open burning,0.2,1996
36.2333,-114.2175,3,3,Natural,Lightning,350.0,1996
36.55,-114.1175,3,3,Natural,Lightning,300.0,1996
36.2833,-114.9342,2,2,Natural,Lightning,0.1,1996
36.4,-114.6008,2,2,Human-Caused,Fireworks,0.2,1996
36.3105,-114.9658,2,2,Human-Caused,Equipment and vehicle use,0.1,1997
36.3111,-114.9658,2,2,Human-Caused,Debris and open burning,0.1,1997
36.3361,-114.9575,2,2,Human-Caused,Debris and open burning,0.1,1997
36.5283,-114.1391,3,3,Human-Caused,Recreation and ceremony,0.1,1998
36.5866,-114.4658,2,2,Human-Caused,Fireworks,0.1,1998
36.475,-114.8811,2,2,Human-Caused,Arson/incendiarism,0.1,1999
36.3327,-114.9458,2,2,Human-Caused,Debris and open burning,0.1,1999
36.5361,-114.4625,2,2,Human-Caused,Debris and open burning,0.1,1999
36.1811,-114.9117,4,4,Human-Caused,Recreation and ceremony,0.1,1999
36.2117,-114.1836,3,3,Natural,Lightning,0.1,1999
36.13153,-113.86666,1,1,Natural,Lightning,98.0,1995
36.11485,-113.86667,1,1,Natural,Lightning,193.0,1995
36.01461,-113.96088,1,1,Natural,Lightning,574.0,1995
36.10527,-114.84964,4,4,Human-Caused,Equipment and vehicle use,0.1,1992
35.85276,-114.59108,4,4,Human-Caused,Equipment and vehicle use,0.1,1992
35.89026,-114.59803,4,4,Human-Caused,Equipment and vehicle use,0.1,1992
36.05007,-114.80113,4,4,Natural,Lightning,0.1,1992
36.01609,-114.78693,4,4,Human-Caused,Debris and open burning,0.1,1992
36.03289,-114.79616,4,4,Human-Caused,Debris and open burning,0.1,1992
36.14165,-114.68692,4,4,Human-Caused,Other causes,0.1,1992
36.03833,-114.80354,4,4,Natural,Lightning,0.1,1992
36.14998,-114.75082,4,4,Human-Caused,Arson/incendiarism,0.5,1992
36.02498,-114.78693,4,4,Human-Caused,Equipment and vehicle use,0.1,1992
35.987,-114.0562,1,1,Natural,Lightning,0.1,1992
36.44714,-114.37858,2,2,Human-Caused,Recreation and ceremony,0.2,1992
36.24998,-114.00079,3,3,Human-Caused,Debris and open burning,1.0,1992
35.85277,-114.62303,4,4,Human-Caused,Power generation/transmission/distribution,0.1,1992
36.05832,-114.05912,1,1,Human-Caused,Debris and open burning,10.0,1992
36.12034,-114.76347,4,4,Human-Caused,Recreation and ceremony,0.2,1993
36.09998,-114.88416,4,4,Human-Caused,Smoking,0.3,1993
36.21106,-114.67755,4,2,Natural,Lightning,260.0,1993
36.16665,-114.01746,1,1,Human-Caused,Fireworks,25.0,1993
36.05009,-114.80127,4,4,Human-Caused,Fireworks,0.4,1993
36.05005,-114.80106,4,4,Human-Caused,Fireworks,0.4,1993
36.03147,-114.71547,4,4,Human-Caused,Misuse of fire by a minor,8.2,1993
36.24998,-113.95079,3,3,Human-Caused,Debris and open burning,0.5,1993
35.97974,-114.81551,4,4,Human-Caused,Equipment and vehicle use,0.2,1993
36.39025,-114.43581,2,2,Human-Caused,Smoking,0.7,1993
36.1809,-114.7272,4,4,Human-Caused,Misuse of fire by a minor,5.1,1993
36.18332,-113.91745,1,1,Natural,Lightning,40.0,1993
36.48331,-114.35081,2,2,Human-Caused,Debris and open burning,0.2,1993
36.45793,-114.43577,2,2,Human-Caused,Fireworks,0.1,1993
36.01665,-114.80081,4,4,Human-Caused,Equipment and vehicle use,0.1,1994
36.15602,-114.10451,1,1,Human-Caused,Fireworks,5.0,1994
36.46649,-114.38493,2,2,Human-Caused,Recreation and ceremony,0.5,1994
36.09998,-114.86749,4,4,Human-Caused,Equipment and vehicle use,0.1,1994
36.19998,-114.68415,4,4,Natural,Lightning,0.2,1994
36.10095,-114.34269,4,4,Human-Caused,Misuse of fire by a minor,1.0,1994
36.03405,-114.28798,1,1,Natural,Lightning,0.1,1994
36.1134,-114.64701,4,4,Natural,Lightning,0.2,1994
36.02093,-114.74692,4,4,Natural,Lightning,0.2,1994
36.04999,-114.56748,4,4,Natural,Lightning,550.0,1994
35.99998,-114.78415,4,4,Human-Caused,Smoking,0.1,1994
36.30991,-114.43974,2,2,Human-Caused,Misuse of fire by a minor,0.1,1994
36.30677,-114.43205,2,2,Human-Caused,Debris and open burning,0.4,1995
36.38328,-114.45232,2,2,Human-Caused,Recreation and ceremony,0.8,1995
36.05008,-114.82182,4,4,Human-Caused,Equipment and vehicle use,0.1,1995
36.19998,-114.06746,1,3,Human-Caused,Recreation and ceremony,0.1,1995
36.28188,-114.47031,2,2,Natural,Lightning,0.1,1995
36.00451,-114.29494,1,1,Natural,Lightning,0.1,1995
36.06468,-114.71461,4,4,Human-Caused,Recreation and ceremony,0.1,1995
36.49755,-114.41416,2,2,Human-Caused,Recreation and ceremony,0.3,1995
36.28484,-114.01198,3,3,Human-Caused,Arson/incendiarism,1.5,1995
36.33278,-114.44256,2,2,Human-Caused,Recreation and ceremony,0.2,1995
36.13758,-114.73251,4,4,Human-Caused,Debris and open burning,0.5,1995
36.11189,-114.39264,4,4,Human-Caused,Misuse of fire by a minor,0.1,1995
36.0221,-114.28674,1,1,Human-Caused,Misuse of fire by a minor,0.1,1995
36.28315,-113.98827,3,3,Human-Caused,Recreation and ceremony,0.1,1995
35.89165,-114.61748,4,4,Human-Caused,Equipment and vehicle use,0.1,1995
36.16668,-114.57162,4,4,Human-Caused,Equipment and vehicle use,0.1,1996
36.38331,-114.43415,2,2,Human-Caused,Fireworks,0.1,1996
36.01109,-114.78415,4,4,Human-Caused,Equipment and vehicle use,0.1,1996
36.01787,-114.73698,4,4,Human-Caused,Arson/incendiarism,0.1,1996
36.03331,-114.80082,4,4,Human-Caused,Other causes,0.1,1996
36.24999,-114.01746,3,3,Human-Caused,Arson/incendiarism,0.1,1996
36.51751,-114.425,2,2,Human-Caused,Recreation and ceremony,0.1,1996
36.25288,-114.182,3,3,Natural,Lightning,245.0,1996
35.86743,-114.61251,4,4,Natural,Lightning,2.0,1996
36.48023,-114.41154,2,2,Natural,Lightning,127.0,1996
36.20416,-113.8448,3,3,Natural,Lightning,20.0,1996
36.19973,-113.85999,3,3,Natural,Lightning,10.0,1996
36.20216,-113.85717,3,3,Natural,Lightning,15.0,1996
36.31297,-114.43078,2,2,Human-Caused,Other causes,0.1,1996
36.01469,-114.30047,1,1,Natural,Lightning,2.0,1996
36.10153,-114.64463,4,4,Natural,Lightning,0.1,1996
36.00841,-114.76722,4,4,Human-Caused,Debris and open burning,0.1,1997
36.21007,-114.94743,4,4,Human-Caused,Equipment and vehicle use,0.1,1997
36.16018,-114.89787,4,4,Human-Caused,Equipment and vehicle use,0.1,1997
36.24634,-114.41732,2,2,Human-Caused,Fireworks,0.1,1997
36.12498,-114.76471,4,4,Human-Caused,Recreation and ceremony,0.2,1997
