LATITUDE,LONGITUDE,Cluster_Basin,Cluster_NearShore_Label,Near_Shore_2km,Cause,Specific_Cause,Fire_Size_Acres,Fire_Year
39.00833333,-120.18333333,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2005
38.94111111,-120.05166667,1,1,1,Human-Caused,Recreation and ceremony,0.1,2005
38.85361111,-120.11166667,3,Not in near-shore subset,0,Natural,Lightning,0.25,2005
39.14111111,-120.16972222,3,3,1,Human-Caused,Other causes,0.1,2005
38.94,-120.04666667,1,1,1,Human-Caused,Recreation and ceremony,0.1,2005
38.94,-120.04666667,1,1,1,Human-Caused,Smoking,0.1,2005
38.94,-120.04666667,1,1,1,Human-Caused,Misuse of fire by a minor,0.1,2005
39.01333333,-120.13833333,3,3,1,Natural,Lightning,0.1,2005
38.945,-120.09916667,3,3,1,Human-Caused,Recreation and ceremony,0.1,2005
39.15111111,-119.93166667,2,2,1,Natural,Lightning,0.1,2005
39.23916667,-120.05833333,4,4,1,Human-Caused,Recreation and ceremony,0.1,2006
38.86972222,-119.9975,1,Not in near-shore subset,0,Natural,Lightning,0.1,2006
38.89888889,-119.97916667,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2006
39.04805556,-120.16555556,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2006
38.89611111,-120.05555556,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,2006
38.94527778,-120.115,3,3,1,Human-Caused,Recreation and ceremony,0.1,2006
39.17222222,-119.92333333,2,2,1,Human-Caused,Equipment and vehicle use,0.1,2006
39.14166667,-119.92111111,2,2,1,Natural,Lightning,0.1,2006
38.85361111,-119.96083333,1,Not in near-shore subset,0,Natural,Lightning,0.5,2006
38.85194444,-120.07027778,1,Not in near-shore subset,0,Natural,Lightning,0.01,2006
38.88472222,-120.05722222,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,2006
38.95027778,-119.95,1,1,1,Human-Caused,Smoking,0.1,2006
38.86027778,-119.98472222,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.01,2006
38.92944444,-120.05444444,1,1,1,Human-Caused,Smoking,1.0,2006
38.89472222,-120.03166667,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2006
38.93027778,-120.11027778,3,Not in near-shore subset,0,Natural,Lightning,0.3,2006
39.1025,-120.20416667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2006
39.23333333,-119.995,2,2,1,Natural,Lightning,0.01,2006
38.90111111,-120.00083333,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,25.0,2006
38.94138889,-119.95416667,1,1,1,Human-Caused,Recreation and ceremony,0.01,2006
38.915,-120.0675,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,5.2,2006
39.04027778,-120.13305556,3,3,1,Human-Caused,Recreation and ceremony,0.1,2006
39.00416667,-119.92777778,1,1,1,Human-Caused,Recreation and ceremony,1.0,2006
39.17166667,-120.15833333,4,4,1,Human-Caused,Smoking,0.1,2006
39.26,-120.035,4,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2006
39.18166667,-120.03833333,4,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2006
39.24944444,-120.00694444,4,4,1,Human-Caused,Recreation and ceremony,0.1,2006
38.91777778,-119.91722222,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2006
39.25694444,-120.05111111,4,4,1,Human-Caused,Recreation and ceremony,0.2,2006
39.0025,-120.1625,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
39.09861111,-119.90916667,2,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
38.96666667,-119.91055556,1,Not in near-shore subset,0,Human-Caused,Power generation/transmission/distribution,0.7,2007
39.11916667,-120.16055556,3,3,1,Human-Caused,Debris and open burning,0.25,2007
39.24972222,-120.00694444,4,4,1,Human-Caused,Recreation and ceremony,0.1,2007
39.18666667,-120.09138889,4,4,1,Human-Caused,Recreation and ceremony,0.1,2007
39.0025,-120.1625,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.5,2007
38.85916667,-120.01277778,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
39.02555556,-119.90444444,2,Not in near-shore subset,0,Natural,Lightning,0.25,2007
38.86222222,-120.05194444,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,3100.0,2007
39.10277778,-120.205,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
38.85972222,-120.10833333,3,Not in near-shore subset,0,Natural,Lightning,0.1,2007
38.95138889,-119.94111111,1,1,1,Human-Caused,Recreation and ceremony,0.1,2007
38.95777778,-119.93472222,1,1,1,Human-Caused,Recreation and ceremony,0.1,2007
38.96222222,-120.08027778,3,3,1,Human-Caused,Recreation and ceremony,0.1,2007
38.85722222,-120.00888889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
39.14416667,-120.15722222,3,3,1,Human-Caused,Other causes,20.2,2007
39.04805556,-120.16277778,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
38.93111111,-119.97638889,1,1,1,Human-Caused,Smoking,0.25,2007
39.25777778,-120.03833333,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.25,2007
38.95222222,-119.93861111,1,1,1,Human-Caused,Smoking,0.25,2007
39.24944444,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2007
38.90805556,-119.99166667,1,Not in near-shore subset,0,Human-Caused,Equipment and vehicle use,0.1,2007
39.08833333,-120.22916667,3,Not in near-shore subset,0,Natural,Lightning,0.1,2007
39.24972222,-120.00583333,4,4,1,Human-Caused,Recreation and ceremony,0.1,2007
39.12888889,-119.945,2,2,1,Human-Caused,Recreation and ceremony,0.1,2007
38.9375,-120.1125,3,3,1,Human-Caused,Recreation and ceremony,0.1,2007
38.88388889,-120.03444444,1,Not in near-shore subset,0,Human-Caused,Power generation/transmission/distribution,0.1,2007
38.86777778,-119.99222222,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2007
38.88277778,-120.12555556,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
39.09861111,-120.21166667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
38.95916667,-120.09694444,3,3,1,Human-Caused,Recreation and ceremony,0.1,2007
39.22805556,-120.00638889,4,4,1,Human-Caused,Debris and open burning,0.2,2007
39.24277778,-120.01138889,4,4,1,Human-Caused,Recreation and ceremony,0.1,2007
38.87527778,-119.99388889,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.25,2007
39.24972222,-120.00583333,4,4,1,Human-Caused,Recreation and ceremony,0.1,2007
39.05416667,-120.13083333,3,3,1,Human-Caused,Recreation and ceremony,0.1,2007
39.18083333,-120.14972222,4,4,1,Human-Caused,Recreation and ceremony,0.1,2007
38.89305556,-120.11666667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
38.92388889,-120.03194444,1,1,1,Human-Caused,Recreation and ceremony,0.1,2007
38.87083333,-119.95472222,1,Not in near-shore subset,0,Natural,Lightning,0.1,2007
39.25888889,-120.03555556,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2007
39.21083333,-120.09722222,4,4,1,Human-Caused,Other causes,0.1,2007
38.93805556,-119.93861111,1,Not in near-shore subset,0,Human-Caused,Other causes,0.1,2007
38.93666667,-120.02361111,1,1,1,Human-Caused,Recreation and ceremony,0.1,2008
39.18138889,-120.11527778,4,4,1,Human-Caused,Recreation and ceremony,0.1,2008
38.91166667,-119.99111111,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2008
38.97444444,-119.92361111,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2008
39.24083333,-120.01555556,4,4,1,Human-Caused,Debris and open burning,0.1,2008
39.24972222,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2008
39.00972222,-119.89166667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2008
38.87111111,-120.11027778,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.2,2008
39.11055556,-120.16555556,3,3,1,Human-Caused,Recreation and ceremony,0.1,2008
39.26972222,-119.93555556,2,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2008
39.24861111,-120.05166667,4,4,1,Human-Caused,Power generation/transmission/distribution,0.1,2008
38.88722222,-119.9775,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2008
39.04972222,-120.11361111,3,3,1,Human-Caused,Recreation and ceremony,0.1,2008
39.26027778,-119.98194444,4,4,1,Human-Caused,Misuse of fire by a minor,0.1,2008
39.165,-120.1475,4,4,1,Human-Caused,Recreation and ceremony,0.1,2008
39.24944444,-120.00638889,4,4,1,Human-Caused,Recreation and ceremony,0.1,2008
38.86277778,-119.96055556,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2008
38.92555556,-120.05527778,1,1,1,Human-Caused,Recreation and ceremony,0.1,2008
38.89666667,-119.94916667,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2008
38.88722222,-120.12638889,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2008
39.24972222,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2008
38.9325,-119.97722222,1,1,1,Human-Caused,Recreation and ceremony,0.1,2008
38.85416667,-120.03444444,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,2008
39.22444444,-120.13944444,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2008
39.31472222,-119.94555556,2,Not in near-shore subset,0,Natural,Lightning,0.1,2009
38.86777778,-120.06361111,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2009
38.95,-120.08,1,3,1,Human-Caused,Debris and open burning,0.1,2009
38.99388889,-119.89083333,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
39.22361111,-120.13777778,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
39.22361111,-120.13777778,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
39.21861111,-120.14,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
39.21888889,-120.14,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
39.24944444,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
39.11055556,-120.16555556,3,3,1,Human-Caused,Recreation and ceremony,0.1,2009
39.24861111,-120.05333333,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
39.24277778,-120.11111111,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
38.87555556,-120.08166667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
39.25166667,-120.05194444,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
39.25083333,-120.03472222,4,4,1,Human-Caused,Power generation/transmission/distribution,0.1,2009
39.01555556,-119.94972222,1,1,1,Human-Caused,Smoking,0.1,2009
38.92555556,-120.06944444,1,1,1,Human-Caused,Recreation and ceremony,0.1,2009
39.24972222,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
38.90472222,-120.04805556,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.5,2009
38.93444444,-120.04472222,1,1,1,Human-Caused,Power generation/transmission/distribution,0.1,2009
39.24972222,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
39.24972222,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
39.23277778,-119.89972222,2,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
39.18055556,-120.09388889,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
38.92166667,-120.08138889,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
38.86861111,-119.99583333,1,Not in near-shore subset,0,Human-Caused,Power generation/transmission/distribution,0.1,2009
39.23833333,-120.04027778,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
38.9,-120.005,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
39.24972222,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
39.23194444,-120.11833333,4,Not in near-shore subset,0,Human-Caused,Smoking,0.1,2009
39.04055556,-120.16555556,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.25,2009
39.24972222,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
39.15,-119.93138889,2,2,1,Human-Caused,Arson/incendiarism,0.2,2009
39.24972222,-120.00666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,2009
38.98694444,-120.15305556,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
38.97277778,-119.93166667,1,1,1,Human-Caused,Recreation and ceremony,0.1,2009
38.85416667,-120.03,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
39.06138889,-120.15888889,3,3,1,Human-Caused,Arson/incendiarism,0.1,2009
38.95388889,-119.93305556,1,1,1,Human-Caused,Recreation and ceremony,0.3,2009
39.14694444,-120.17666667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,2009
38.86277778,-120.02527778,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,2009
38.93416667,-119.99111111,1,1,1,Human-Caused,Arson/incendiarism,1.0,2009
38.99,-119.94,1,1,1,Human-Caused,Arson/incendiarism,0.1,1992
38.91666667,-119.94,1,Not in near-shore subset,0,Natural,Lightning,0.3,1992
38.94666667,-119.90666667,1,Not in near-shore subset,0,Natural,Lightning,0.1,1992
39.16333333,-119.925,2,2,1,Human-Caused,Recreation and ceremony,0.1,1992
39.05,-119.91666667,2,Not in near-shore subset,0,Natural,Lightning,0.3,1992
38.87166667,-119.99666667,1,Not in near-shore subset,0,Human-Caused,Equipment and vehicle use,0.1,1992
39.05,-119.91666667,2,Not in near-shore subset,0,Natural,Lightning,0.1,1992
38.88666667,-119.95833333,1,Not in near-shore subset,0,Natural,Lightning,0.1,1992
38.975,-119.94333333,1,1,1,Human-Caused,Recreation and ceremony,0.1,1992
38.96166667,-119.94333333,1,1,1,Human-Caused,Smoking,0.1,1992
38.87166667,-119.95833333,1,Not in near-shore subset,0,Natural,Lightning,0.1,1992
38.96833333,-119.99666667,1,Not in near-shore subset,0,Natural,Lightning,0.5,1992
38.90166667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1992
38.90166667,-120.03333333,1,Not in near-shore subset,0,Natural,Lightning,0.1,1992
38.91666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1992
38.85833333,-120.10833333,3,Not in near-shore subset,0,Natural,Lightning,0.1,1992
38.91666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1992
38.91666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1992
38.91666667,-119.94,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1992
39.01666667,-120.11666667,3,3,1,Human-Caused,Smoking,0.1,1992
38.94666667,-120.125,3,3,1,Natural,Lightning,0.1,1992
38.94666667,-120.14333333,3,Not in near-shore subset,0,Natural,Lightning,0.1,1992
38.92333333,-120.025,1,1,1,Human-Caused,Recreation and ceremony,0.1,1992
38.94666667,-119.94333333,1,1,1,Human-Caused,Smoking,0.1,1992
38.94666667,-120.10666667,3,3,1,Human-Caused,Recreation and ceremony,0.1,1992
39.03333333,-120.18,3,Not in near-shore subset,0,Natural,Lightning,0.1,1992
39.19333333,-119.99833333,4,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.3,1992
39.19333333,-120.11333333,4,4,1,Human-Caused,Misuse of fire by a minor,0.2,1992
39.23666667,-120.05666667,4,4,1,Human-Caused,Misuse of fire by a minor,1.0,1992
39.23666667,-120.075,4,2,1,Natural,Lightning,0.1,1992
39.20833333,-120.03833333,2,Not in near-shore subset,0,Natural,Lightning,0.2,1992
39.09,-120.21666667,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1992
39.06166667,-120.16166667,3,3,1,Human-Caused,Smoking,0.1,1992
39.22333333,-120.09333333,4,4,1,Human-Caused,Smoking,0.1,1992
39.23666667,-120.075,4,4,1,Human-Caused,Misuse of fire by a minor,1.0,1992
39.13333333,-120.19833333,3,Not in near-shore subset,0,Natural,Lightning,0.1,1992
39.28,-119.96333333,2,Not in near-shore subset,0,Natural,Lightning,0.1,1992
39.20833333,-120.09333333,4,4,1,Human-Caused,Smoking,0.1,1992
39.19333333,-120.09333333,4,4,1,Human-Caused,Arson/incendiarism,0.1,1992
39.01833333,-120.18,3,Not in near-shore subset,0,Natural,Lightning,0.5,1992
39.22333333,-120.09333333,4,4,1,Human-Caused,Smoking,0.1,1993
39.23666667,-120.075,4,4,1,Human-Caused,Misuse of fire by a minor,0.1,1993
39.14166667,-119.89166667,2,Not in near-shore subset,0,Natural,Lightning,0.1,1994
38.9,-119.95,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1994
39.23666667,-120.09333333,4,4,1,Human-Caused,Debris and open burning,0.1,1994
38.93166667,-120.08833333,3,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,1994
38.85833333,-120.015,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
39.22333333,-120.09333333,4,4,1,Human-Caused,Debris and open burning,0.1,1994
38.87166667,-119.97666667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.2,1994
38.87166667,-120.09,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1994
38.91666667,-120.145,3,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.90166667,-120.015,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.93166667,-120.05166667,1,1,1,Human-Caused,Smoking,0.1,1994
38.87166667,-119.95833333,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1994
38.91666667,-120.145,3,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
39.01833333,-119.99833333,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.5,1994
38.91666667,-119.97666667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.91666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.93166667,-120.08833333,3,Not in near-shore subset,0,Human-Caused,Smoking,0.3,1994
39.26666667,-120.03833333,4,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1994
38.93166667,-120.05166667,1,1,1,Human-Caused,Recreation and ceremony,0.1,1994
38.94666667,-120.10666667,3,3,1,Human-Caused,Recreation and ceremony,0.1,1994
38.94666667,-120.10666667,3,3,1,Human-Caused,Recreation and ceremony,0.1,1994
39.13333333,-120.19833333,3,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.6,1994
38.85833333,-120.015,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.88666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.885,-119.925,1,Not in near-shore subset,0,Natural,Lightning,0.1,1994
39.15,-119.925,2,2,1,Human-Caused,Smoking,0.3,1994
38.975,-119.94333333,1,2,1,Natural,Lightning,0.1,1994
38.91666667,-120.015,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1994
38.90166667,-120.015,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1994
39.17666667,-120.14333333,4,4,1,Human-Caused,Smoking,0.3,1994
39.16333333,-120.14333333,4,4,1,Human-Caused,Smoking,0.1,1994
39.04666667,-120.18,3,Not in near-shore subset,0,Human-Caused,Equipment and vehicle use,0.1,1994
38.91666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.3,1994
39.20833333,-120.15,4,Not in near-shore subset,0,Human-Caused,Equipment and vehicle use,0.1,1994
38.90166667,-120.015,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1994
38.91666667,-120.015,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.975,-119.925,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,1994
39.09166667,-119.90666667,2,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,1994
38.90166667,-119.95833333,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.1,1994
38.87166667,-120.015,1,Not in near-shore subset,0,Human-Caused,Arson/incendiarism,0.1,1994
38.91666667,-120.015,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1994
38.96166667,-119.94333333,1,1,1,Human-Caused,Misuse of fire by a minor,0.1,1994
38.91666667,-120.015,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.96166667,-119.90666667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.94666667,-119.99833333,1,1,1,Human-Caused,Smoking,0.1,1994
39.00333333,-120.10666667,3,3,1,Human-Caused,Smoking,0.1,1994
38.91666667,-119.97666667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.85833333,-119.95833333,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1994
38.91666667,-120.05166667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.3,1994
39.16333333,-120.14333333,4,4,1,Human-Caused,Recreation and ceremony,0.1,1994
39.01833333,-119.99833333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
39.25166667,-120.03833333,4,4,1,Human-Caused,Smoking,0.1,1994
38.91666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.91666667,-119.97666667,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,1.0,1994
38.91666667,-120.05166667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.87166667,-119.97666667,1,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
38.91666667,-120.145,3,Not in near-shore subset,0,Human-Caused,Smoking,0.1,1994
39.19333333,-120.09333333,4,4,1,Human-Caused,Misuse of fire by a minor,0.1,1994
39.265,-120.0,4,4,1,Human-Caused,Recreation and ceremony,0.1,1994
38.88666667,-120.015,1,Not in near-shore subset,0,Human-Caused,Misuse of fire by a minor,0.3,1994
39.005,-119.94333333,2,2,1,Natural,Lightning,0.1,1994
38.885,-119.945,1,Not in near-shore subset,0,Natural,Lightning,0.1,1994
38.885,-119.945,1,Not in near-shore subset,0,Natural,Lightning,0.3,1994
39.03666667,-119.92166667,2,Not in near-shore subset,0,Natural,Lightning,0.1,1994
38.91666667,-119.97666667,1,Not in near-shore subset,0,Natural,Lightning,0.1,1994
38.975,-119.90666667,2,Not in near-shore subset,0,Natural,Lightning,0.1,1994
39.12666667,-119.91166667,2,Not in near-shore subset,0,Natural,Lightning,0.1,1994
39.25166667,-120.05666667,4,4,1,Human-Caused,Recreation and ceremony,0.1,1994
38.90166667,-120.09,3,Not in near-shore subset,0,Natural,Lightning,0.1,1995
38.88666667,-119.97666667,1,Not in near-shore subset,0,Human-Caused,Recreation and ceremony,0.1,1995
38.90166667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,1995
39.22333333,-120.09333333,4,4,1,Human-Caused,Debris and open burning,0.1,1995
38.88666667,-120.03333333,1,Not in near-shore subset,0,Human-Caused,Debris and open burning,0.1,1995
38.99,-119.94333333,1,1,1,Human-Caused,Misuse of fire by a minor,0.2,1995
